Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date Parsed,Ship Date Parsed
10/14/2017,10/19/2017,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",46.36,4,0.0,15.2988,2017-10-14,2017-10-19
6/20/2016,6/25/2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,6.9,1,0.0,0.552,2016-06-20,2016-06-25
6/20/2016,6/25/2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0.0,23.6529,2016-06-20,2016-06-25
9/2/2014,9/7/2014,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,559.71,3,0.4,-121.2705,2014-09-02,2014-09-07
1/30/2016,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9,0.0,76.2525,2016-01-30,2016-01-31
1/30/2016,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,GBC Wire Binding Strips,50.784,2,0.2,17.7744,2016-01-30,2016-01-31
1/30/2016,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,Avery 512,26.01,9,0.0,12.2247,2016-01-30,2016-01-31
12/4/2017,12/9/2017,Standard Class,LR-16915,Lena Radford,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,Okidata C610n Printer,649.0,2,0.5,-272.58,2017-12-04,2017-12-09
1/23/2016,1/29/2016,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",59.99,7,0.0,21.5964,2016-01-23,2016-01-29
5/26/2015,5/31/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bellevue,Washington,98006,West,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,1,0.0,7.8936,2015-05-26,2015-05-31
5/4/2014,5/5/2014,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,37.84,2,0.2,2.838,2014-05-04,2014-05-05
5/4/2014,5/5/2014,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Fasteners,OIC Thumb-Tacks,5.472,6,0.2,1.8468,2014-05-04,2014-05-05
2/10/2015,2/14/2015,Second Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,77.24,5,0.2,7.724,2015-02-10,2015-02-14
11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,BPI Conference Tables,292.1,4,0.5,-175.26,2014-11-18,2014-11-21
11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.476,2014-11-18,2014-11-21
11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,424.116,6,0.3,-30.294,2014-11-18,2014-11-21
11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,2.892,3,0.8,-4.9164,2014-11-18,2014-11-21
11/18/2014,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,381.72,5,0.2,-66.801,2014-11-18,2014-11-21
9/4/2017,9/8/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2,0.2,6.074,2017-09-04,2017-09-08
9/4/2017,9/8/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,Xerox 213,10.368,2,0.2,3.6288,2017-09-04,2017-09-08
3/29/2014,4/2/2014,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,890.841,3,0.3,-152.7156,2014-03-29,2014-04-02
11/5/2016,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,72.0,4,0.0,12.96,2016-11-05,2016-11-07
11/5/2016,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,2016-11-05,2016-11-07
11/5/2016,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,0.0,77.4837,2016-11-05,2016-11-07
6/10/2017,6/14/2017,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,14.13,3,0.0,0.7065,2017-06-10,2017-06-14
8/10/2015,8/14/2015,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,GBC Binding covers,64.75,5,0.0,29.1375,2015-08-10,2015-08-14
10/9/2015,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,Zipper Ring Binder Pockets,1.872,2,0.7,-1.3104,2015-10-09,2015-10-13
10/9/2015,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,Clear Mylar Reinforcing Strips,11.214,2,0.7,-8.5974,2015-10-09,2015-10-13
10/9/2015,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,37.376,8,0.2,7.4752,2015-10-09,2015-10-13
5/28/2016,6/2/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Park Ridge,Illinois,60068,Central,Technology,Phones,Wilson Electronics DB Pro Signal Booster,286.4,1,0.2,25.06,2016-05-28,2016-06-02
5/11/2017,5/16/2017,Second Class,ZC-21910,Zuschuss Carroll,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,12.7368,2017-05-11,2017-05-16
10/16/2016,10/20/2016,Standard Class,NB-18655,Nona Balk,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,142.182,1,0.4,-37.9152,2016-10-16,2016-10-20
11/17/2017,11/21/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",19.608,3,0.2,6.6177,2017-11-17,2017-11-21
11/17/2017,11/21/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.158,7,0.7,-3.465,2017-11-17,2017-11-21
11/26/2017,11/29/2017,Second Class,MN-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,979.95,5,0.0,264.5865,2017-11-26,2017-11-29
11/26/2017,11/29/2017,Second Class,MN-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3,5,0.0,37.884,2017-11-26,2017-11-29
9/3/2017,9/7/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",8.904,3,0.2,3.339,2017-09-03,2017-09-07
9/3/2017,9/7/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,Hypercom P1300 Pinpad,100.8,2,0.2,21.42,2017-09-03,2017-09-07
12/5/2017,12/8/2017,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,2017-12-05,2017-12-08
12/5/2017,12/8/2017,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,Self-Adhesive Removable Labels,9.45,3,0.0,4.536,2017-12-05,2017-12-08
11/10/2017,11/17/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",400.8,5,0.0,112.224,2017-11-10,2017-11-17
11/10/2017,11/17/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Binders,GBC VeloBinder Manual Binding System,28.792,1,0.2,10.0772,2017-11-10,2017-11-17
3/18/2014,3/24/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,111.0,2,0.0,14.43,2014-03-18,2014-03-24
3/18/2014,3/24/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,1279.968,4,0.2,415.9896,2014-03-18,2014-03-24
3/18/2014,3/24/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1856.19,7,0.0,334.1142,2014-03-18,2014-03-24
11/12/2016,11/13/2016,First Class,SP-20650,Stephanie Phelps,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",22.752,6,0.6,-8.532,2016-11-12,2016-11-13
10/26/2017,10/30/2017,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,61.542,1,0.4,-13.3341,2017-10-26,2017-10-30
10/26/2017,10/30/2017,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",81.438,7,0.7,-65.1504,2017-10-26,2017-10-30
4/11/2015,4/17/2015,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,67.36,2,0.2,10.104,2015-04-11,2015-04-17
4/11/2015,4/17/2015,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",54.528,3,0.2,14.3136,2015-04-11,2015-04-17
12/25/2015,12/30/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,0.0,371.316,2015-12-25,2015-12-30
12/25/2015,12/30/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",449.568,2,0.2,56.196,2015-12-25,2015-12-30
9/21/2017,9/23/2017,First Class,BM-11575,Brendan Murry,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",15.51,1,0.0,3.8775,2017-09-21,2017-09-23
12/20/2014,12/23/2014,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.186,3,0.1,36.3018,2014-12-20,2014-12-23
7/18/2015,7/21/2015,First Class,KC-16255,Karen Carlisle,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,Newell 32,5.76,2,0.0,1.6128,2015-07-18,2015-07-21
7/26/2014,8/1/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",67.88,2,0.0,18.3276,2014-07-26,2014-08-01
7/26/2014,8/1/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,Avery 485,162.89,13,0.0,76.5583,2014-07-26,2014-08-01
7/26/2014,8/1/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",25.71,3,0.0,9.2556,2014-07-26,2014-08-01
12/26/2014,1/1/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188,2014-12-26,2015-01-01
12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875,6,0.45,-420.0,2017-12-11,2017-12-17
12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,73.568,4,0.2,-16.5528,2017-12-11,2017-12-17
12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,13.584,1,0.2,1.3584,2017-12-11,2017-12-17
12/11/2017,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,"Global Geo Office Task Chair, Gray",64.784,1,0.2,-12.147,2017-12-11,2017-12-17
3/3/2014,3/7/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,3,0.8,-459.6072,2014-03-03,2014-03-07
10/21/2017,10/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,GBC Instant Report Kit,38.82,6,0.0,19.41,2017-10-21,2017-10-27
10/21/2017,10/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,Acco 3-Hole Punch,21.9,5,0.0,10.512,2017-10-21,2017-10-27
11/10/2017,11/16/2017,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Modesto,California,95351,West,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7,0.0,43.5981,2017-11-10,2017-11-16
3/16/2017,3/18/2017,Second Class,MG-17650,Matthew Grinstein,Home Office,United States,Lakewood,Ohio,44107,East,Technology,Phones,Geemarc AmpliPOWER60,445.44,8,0.4,-81.664,2017-03-16,2017-03-18
9/22/2016,9/29/2016,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,Avery 476,16.52,5,0.2,5.369,2016-09-22,2016-09-29
2/6/2017,2/13/2017,Standard Class,SN-20560,Skye Norling,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,Xerox 1947,29.9,5,0.0,13.455,2017-02-06,2017-02-13
12/31/2015,1/2/2016,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,116.4,8,0.0,52.38,2015-12-31,2016-01-02
10/9/2016,10/14/2016,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,Newell 310,1.408,1,0.2,0.1584,2016-10-09,2016-10-14
10/9/2016,10/14/2016,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",169.568,2,0.2,0.0,2016-10-09,2016-10-14
12/30/2014,1/3/2015,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,251.964,6,0.4,-50.3928,2014-12-30,2015-01-03
12/30/2014,1/3/2015,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,3,0.4,-192.0468,2014-12-30,2015-01-03
4/12/2016,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 206,19.44,3,0.0,9.3312,2016-04-12,2016-04-14
4/12/2016,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.352,3,0.2,-36.441,2016-04-12,2016-04-14
4/12/2016,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,Aluminum Screw Posts,36.624,3,0.2,13.734,2016-04-12,2016-04-14
11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,3,0.4,-73.7061,2016-11-28,2016-12-04
11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,Translucent Push Pins by OIC,12.672,8,0.2,2.6928,2016-11-28,2016-12-04
11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.888,2,0.7,-5.0512,2016-11-28,2016-12-04
11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,0.2,-7.7292,2016-11-28,2016-12-04
11/28/2016,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,2016-11-28,2016-12-04
4/15/2017,4/17/2017,First Class,BP-11095,Bart Pistole,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,VariCap6 Expandable Binder,15.57,3,0.7,-11.937,2017-04-15,2017-04-17
3/9/2015,3/11/2015,Second Class,TG-21310,Toby Gnade,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,Avery 514,4.608,2,0.2,1.6704,2015-03-09,2015-03-11
10/28/2014,11/1/2014,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,Digium D40 VoIP phone,257.98,2,0.0,74.8142,2014-10-28,2014-11-01
1/7/2017,1/9/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,153.78,11,0.0,44.5962,2017-01-07,2017-01-09
1/7/2017,1/9/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,Tennsco Commercial Shelving,61.02,3,0.0,0.6102,2017-01-07,2017-01-09
1/7/2017,1/9/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,110.11,7,0.0,31.9319,2017-01-07,2017-01-09
1/7/2017,1/9/2017,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,Staples,7.89,1,0.0,3.5505,2017-01-07,2017-01-09
8/13/2017,8/20/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",36.024,3,0.2,11.7078,2017-08-13,2017-08-20
11/2/2017,11/5/2017,First Class,GG-14650,Greg Guthrie,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,54.336,4,0.2,5.4336,2017-11-02,2017-11-05
9/19/2014,9/23/2014,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0.0,24.9804,2014-09-19,2014-09-23
5/31/2015,5/31/2015,Same Day,ML-18265,Muhammed Lee,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,Newell 347,10.272,3,0.2,1.1556,2015-05-31,2015-05-31
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0.0,0.4074,2016-09-13,2016-09-18
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,Avery 49,14.4,5,0.0,7.056,2016-09-13,2016-09-18
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",149.95,5,0.0,41.986,2016-09-13,2016-09-18
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0.0,5.07,2016-09-13,2016-09-18
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,Things To Do Today Pad,17.61,3,0.0,8.4528,2016-09-13,2016-09-18
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,Harmony Air Purifier,378.0,2,0.0,136.08,2016-09-13,2016-09-18
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,3,0.0,8.6436,2016-09-13,2016-09-18
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",373.08,6,0.0,100.7316,2016-09-13,2016-09-18
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1336.44,14,0.0,387.5676,2016-09-13,2016-09-18
9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,Mediabridge Sport Armband iPhone 5s,29.97,3,0.0,0.2997,2016-09-13,2016-09-18
11/29/2017,12/3/2017,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",390.368,2,0.2,48.796,2017-11-29,2017-12-03
11/29/2017,12/3/2017,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",101.52,5,0.2,19.035,2017-11-29,2017-12-03
12/4/2017,12/7/2017,Second Class,LT-16765,Larry Tron,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",74.352,3,0.2,23.235,2017-12-04,2017-12-07
5/2/2017,5/6/2017,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,0.0,7.065,2017-05-02,2017-05-06
5/2/2017,5/6/2017,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,2017-05-02,2017-05-06
5/2/2017,5/6/2017,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",34.4,5,0.0,15.824,2017-05-02,2017-05-06
12/25/2016,12/30/2016,Standard Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.176,2,0.4,-120.0508,2016-12-25,2016-12-30
12/25/2016,12/30/2016,Standard Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,866.646,3,0.1,173.3292,2016-12-25,2016-12-30
9/30/2014,9/30/2014,Same Day,DM-12955,Dario Medina,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.408,6,0.2,59.6556,2014-09-30,2014-09-30
7/12/2014,7/15/2014,Second Class,ME-17725,Max Engle,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,Xerox 1949,35.856,9,0.2,12.9978,2014-07-12,2014-07-15
7/12/2014,7/15/2014,Second Class,ME-17725,Max Engle,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",23.84,4,0.2,3.278,2014-07-12,2014-07-15
9/8/2016,9/13/2016,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",43.13,1,0.0,14.6642,2016-09-08,2016-09-13
9/8/2016,9/13/2016,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",30.87,7,0.0,14.2002,2016-09-08,2016-09-13
8/6/2017,8/10/2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,0.0,21.036,2017-08-06,2017-08-10
